"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042254","GO:0042254","ribosome biogenesis","50/1762","302/17073",0.00051802872096283,0.0294069313734919,0.0270370227691075,"NPM3/AFG2A/MPHOSPH6/RPS24/SBDS/RPL5/RPL24/NSA2/RPL26/NPM1/NMD3/DNTTIP2/FRG1/NOP58/RPL6/UTP18/RSL24D1/XRCC5/DDX21/RPS8/RPS5/RPS3A/RPS16/DHX29/RPL7/RPL10A/RPS27/RPL26L1/RPL23A/GNL2/XRN2/RPL7A/RSL1D1/RPL11/NOP14/RPS11/TRMT112/RPL14/DDX27/RPL35A/SERBP1/TSC1/TRAF7/DHX37/SRFBP1/TBL3/NSUN5/ERI2/METTL15/ISG20",50
"GO:0060337","GO:0060337","type I interferon-mediated signaling pathway","19/1762","82/17073",0.000559461851259634,0.0311854805417453,0.0286722384176668,"WNT5A/PTPN2/CDC37/TYK2/IRF3/STING1/TTLL12/TRIM56/TREX1/ADAR/STAT2/OAS1/IFIH1/IRF7/ZBP1/ISG15/OAS2/OAS3/USP18",19
"GO:0097028","GO:0097028","dendritic cell differentiation","13/1762","46/17073",0.000560026587460793,0.0311854805417453,0.0286722384176668,"CAMK4/CCR7/FLT3/HMGB1/TGFBR2/PSEN1/SPI1/LTBR/NOTCH2/BATF/LGALS9/IRF4/BATF2",13
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","29/1762","149/17073",0.000576576047302109,0.0318041523450512,0.0292410513760861,"LTF/IL18RAP/PRKD1/RFPL3/MID2/ALK/RTKN2/WNT5A/S100A12/NPM1/LAMTOR5/TERF2IP/MTDH/DHX9/BTK/EP300/TRIM38/ARHGEF2/RBCK1/RNF31/SLCO3A1/TRIM25/PRKD2/TICAM1/LGALS9/TRIM5/TRAF2/CAPN3/EIF2AK2",29
"GO:2000036","GO:2000036","regulation of stem cell population maintenance","17/1762","70/17073",0.000605550036179158,0.0327624131943915,0.0301220858530704,"ESRRB/NODAL/BMP7/SAP30/ING2/RBBP7/HDAC2/ARID4A/SMARCE1/BRD9/HDAC1/SUDS3/SMARCC1/SMARCA2/CNOT1/CNOT3/ARID1A",17
"GO:0071360","GO:0071360","cellular response to exogenous dsRNA","7/1762","16/17073",0.000607500084339548,0.0327624131943915,0.0301220858530704,"PQBP1/DHX9/IRF3/STING1/RIGI/IFIH1/IFIT1",7
"GO:0008361","GO:0008361","regulation of cell size","34/1762","185/17073",0.000611615168607915,0.0327624131943915,0.0301220858530704,"CAV3/PRKD1/NGF/SPP1/EPHA7/WNT3/SEMA3B/SEMA5B/WNT5A/NTN1/SLC12A3/MAPT/SLC12A2/NPM1/ARHGAP5/RYK/LAMTOR5/RB1CC1/HSP90AA1/MSN/WNK1/CREB1/WDTC1/E2F4/TSC1/ULK1/SEMA4A/LIMK1/DIP2B/HDAC6/ZFYVE27/CLN3/P2RX7/CDK5",34
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","16/1762","64/17073",0.000616361459104338,0.0327624131943915,0.0301220858530704,"IGF2BP1/LARP1B/PABPC1/HNRNPC/TAF15/HNRNPA0/YBX1/HNRNPU/SYNCRIP/THRAP3/DHX9/HNRNPD/LARP4B/ANGEL2/MAPK14/TRAF2",16
"GO:0018205","GO:0018205","peptidyl-lysine modification","36/1762","200/17073",0.000643511324936024,0.0338973938459543,0.0311655982593482,"CTH/EYA1/PRKAA2/KLF15/PIAS2/SMC5/DEK/SET/SMYD2/DDX21/HDAC2/SMC6/UBA2/GNL3/SMARCA5/KAT7/MORF4L2/SENP6/SETD3/EP300/MSL2/SETD1B/TRIM38/HCFC1/PIAS1/DIP2B/HDAC6/ZMIZ1/YEATS2/TOLLIP/PIAS4/MCRS1/BCL11A/PML/CAPN3/IFIH1",36
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","18/1762","77/17073",0.000691827503589117,0.0361171019061211,0.0332064197446393,"FBXO4/HNRNPA1/XRCC5/CCT2/HNRNPC/HSP90AB1/CCT6A/HSP90AA1/HNRNPU/RFC1/PTGES3/HNRNPA2B1/PARN/CCT5/TERF2IP/TINF2/CTC1/DCLRE1B",18
"GO:1903008","GO:1903008","organelle disassembly","27/1762","137/17073",0.000717992248222344,0.0369548836682823,0.0339766845604885,"CDK1/DYRK3/PRKAA2/HIF1A/VRK1/RIMOC1/FBXW7/RB1CC1/GOLGA2/HBS1L/ATG3/FUNDC2/RNF41/DENR/CDC37/KIF5B/WIPI2/SNX30/VPS13D/ATG7/ULK1/GSK3A/STING1/HDAC6/TSC2/GBF1/ATG13",27
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","55/1762","345/17073",0.000720515946328746,0.0369548836682823,0.0339766845604885,"PABPN1L/SLC39A5/CELF3/RBFOX1/IGF2BP1/LARP1B/NPM1/PABPC4/ARB2A/PABPC1/FXR1/HNRNPA1/RBM39/BARD1/FTO/HNRNPC/TAF15/HNRNPR/HNRNPA0/YBX1/NCL/SLTM/SRRM1/HNRNPU/ZC3H14/SYNCRIP/SRSF9/RBMX/HNRNPA2B1/PARN/DDX5/THRAP3/SERBP1/WTAP/DHX9/KHDRBS1/HNRNPD/HNRNPK/CNOT1/CNOT3/RBM42/LARP4B/TNRC6A/SF3B4/ANGEL2/UPF1/PRKCD/SAMD4B/SRSF7/PAN2/MAPK14/ZC3HAV1/ZFP36L1/TRAF2/MOV10",55
"GO:0007004","GO:0007004","telomere maintenance via telomerase","16/1762","65/17073",0.000740487082107992,0.0373243790438399,0.0343164022534076,"FBXO4/HNRNPA1/XRCC5/CCT2/HNRNPC/HSP90AB1/CCT6A/HSP90AA1/HNRNPU/RFC1/PTGES3/PARN/CCT5/TERF2IP/TINF2/CTC1",16
"GO:0050771","GO:0050771","negative regulation of axonogenesis","16/1762","65/17073",0.000740487082107992,0.0373243790438399,0.0343164022534076,"SPP1/EPHA7/WNT3/SEMA3B/SEMA5B/WNT5A/NTN1/LRP4/RYK/PSEN1/ULK1/SEMA4A/DIP2B/HDAC6/CDK5/EPHB2",16
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","37/1762","209/17073",0.000753694641206706,0.0376654065567146,0.0346299463125744,"PGLYRP1/LAG3/WNT10B/CAMK4/NRARP/SOX13/ZNF683/ZEB1/TOX/HMGB1/SOD1/ANXA1/NKAP/XBP1/PTPN2/SMARCE1/RNF41/SMARCC1/SMARCA2/AP3B1/XRCC6/BTK/NCKAP1L/TGFBR2/SPI1/INPP5D/ZMIZ1/ARID1A/RARA/ZBTB7B/ASCL2/BATF/PIK3R6/ZFP36L1/LGALS9/IRF4/IL2RG",37
"GO:0019082","GO:0019082","viral protein processing","10/1762","31/17073",0.000773653875699252,0.0382039768463735,0.0351251131492406,"ST6GALNAC3/CANX/SPCS3/MGAT1/MOGS/GSK3A/EDEM2/PARP10/ST3GAL2/PARP9",10
"GO:0050821","GO:0050821","protein stabilization","36/1762","202/17073",0.00077753946377945,0.0382039768463735,0.0351251131492406,"PFN2/HOXB-AS3/WNT10B/PER3/RPL5/PDCL3/NPM1/FBXW7/NAA15/CCT2/HSPD1/HSP90AB1/CCT6A/HSP90AA1/URI1/RPL11/USP7/PTGES3/CCT5/GOLGA7/CDC37/CREB1/SEC16A/EP300/TSC1/USP19/HCFC1/PRKCD/TYROBP/SYVN1/HYPK/GRN/TREX1/SMAD3/DNAAF10/STXBP4",36
"GO:0051348","GO:0051348","negative regulation of transferase activity","38/1762","218/17073",0.000872458426645679,0.0424435832641064,0.0390230491083671,"CAV3/PTPRB/WWTR1/PPM1E/MAPT/DUSP16/IRS2/GADD45A/SNCA/RPL5/NPM1/PRKAR2A/EIF4A2/RPL11/HNRNPU/IPO7/PRKAR1A/CORO1C/TINF2/CBL/INPP5K/LIMK1/GSK3A/PRKCD/LATS1/SMCR8/TSC2/CEBPA/SH3BP5L/NPRL2/DUSP7/ADAR/PARP3/HEXIM1/PTPRO/DTX3L/ADARB1/EPHB2",38
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","62/1762","403/17073",0.000878343351283884,0.0424435832641064,0.0390230491083671,"CAV3/SLC39A5/DLX5/AKAP4/CHRDL1/FMOD/FERMT2/AMHR2/CITED1/NODAL/CHRD/HES1/GDF10/BMP7/SMAD9/BMP6/WNT5A/WWTR1/BMPER/VASN/SCUBE3/TNXB/ZEB1/SMAD6/SNX25/SAP30/KCNQ1OT1/ING2/RBBP7/SUB1/STRAP/HSP90AB1/HDAC2/ARID4A/HSPA5/HDAC1/UBE2D3/SUDS3/SDCBP/DDX5/SMAD2/TGFBR2/ZEB2/SPI1/NOTCH2/LRP1/EP300/UBE2O/HEXA/LPXN/ZMIZ1/LATS1/PXN/NOTCH1/INTS9/TGIF2/MAPK14/SMAD3/NRROS/LTBP4/PML/TMEM53",62
"GO:0032204","GO:0032204","regulation of telomere maintenance","21/1762","98/17073",0.00088651290610067,0.0424872209997591,0.0390631700729605,"FBXO4/SMC5/HNRNPA1/XRCC5/CCT2/HNRNPC/CCT6A/SMC6/GNL3/HNRNPU/USP7/HNRNPA2B1/PARN/CCT5/TERF2IP/HNRNPD/TINF2/UPF1/MCRS1/CTC1/PML",21
"GO:0006403","GO:0006403","RNA localization","34/1762","189/17073",0.00090527700643488,0.0430337776961361,0.0395656796907397,"RBFOX1/IGF2BP1/RANBP17/THOC5/NPM1/ENY2/CPSF6/NOP58/UPF3B/HNRNPA1/CCT2/CCT6A/YBX1/SARNP/HNRNPU/HNRNPA2B1/PARN/CCT5/DHX9/KHDRBS1/G3BP2/TGFBR2/WNK1/TSC1/NUP50/ZNF385A/UPF1/NUP214/MRPL18/SRSF7/NUP160/NUP62/ZFP36L1/MX2",34
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","24/1762","119/17073",0.000987010872823446,0.0465407465596669,0.0427900214559367,"PABPN1L/IGF2BP1/PABPC1/UPF3B/EIF3E/YBX1/XRN2/HBS1L/HNRNPU/SYNCRIP/PARN/DDX5/THRAP3/GSPT1/DHX9/HNRNPD/CNOT1/CNOT3/TNRC6A/UPF1/SAMD4B/PAN2/EDC3/ZFP36L1",24
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","55/1762","350/17073",0.00101690274676595,0.0475666428827241,0.0437332406545996,"CADM1/LTF/IL18RAP/PRKD1/LAG3/BMP6/WNT5A/RAET1E/POLR3G/XRCC5/HSPD1/HMGB1/MATR3/HSP90AA1/NONO/CTSS/PJA2/PQBP1/DHX9/AP3B1/XRCC6/BTK/ZDHHC5/SPI1/LILRA2/EP300/IRF3/STING1/SCIMP/TYROBP/MR1/TRIM25/UNC93B1/TRIM56/ZNFX1/GRN/TICAM1/HEXIM1/TRIM5/OAS1/IFI35/IRF4/PARP9/RIGI/SASH1/DDX60/IFIH1/DHX58/IRF7/EIF2AK2/ZBP1/OASL/OAS3/RSAD2/HPX",55
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","22/1762","106/17073",0.0010610946321712,0.0492398437643256,0.045271598049276,"SLC39A5/CELF3/RBFOX1/NPM1/ARB2A/FXR1/HNRNPA1/RBM39/NCL/SRRM1/HNRNPU/SRSF9/RBMX/HNRNPA2B1/DDX5/THRAP3/WTAP/KHDRBS1/HNRNPK/RBM42/SF3B4/SRSF7",22
"GO:0048169","GO:0048169","regulation of long-term neuronal synaptic plasticity","8/1762","22/17073",0.00107347855683994,0.0494222765499457,0.045439328551857,"KCNJ10/NETO1/GRM5/SNCA/APP/RAB5A/RAB8A/EPHB2",8
